year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown
2018-2019,Rabi,Rangareddy,Chowdergudem,Black Gram,1,0
2018-2019,Rabi,Rangareddy,Shankarpally,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Moinabad,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Chevella,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Shabad,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Hayathnagar,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Abdullapurmet,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Ibrahimpatnam,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Manchal,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Yacharam,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Madgul,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Balapur,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Saroornagar,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Amangal,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Talakondapally,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Kadthal,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Kandukur,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Maheshwaram,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Serilingampally,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Gandipet,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Rajendranagar,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Shamshabad,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Keshampet,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Kothur,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Nandigam,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Farooqnagar,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Kondurg,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Chowdergudem,Red Gram,0,0
2018-2019,Rabi,Rangareddy,Shankarpally,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Moinabad,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Chevella,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Shabad,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Hayathnagar,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Abdullapurmet,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Ibrahimpatnam,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Manchal,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Yacharam,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Madgul,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Balapur,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Saroornagar,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Amangal,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Talakondapally,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Kadthal,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Kandukur,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Maheshwaram,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Serilingampally,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Gandipet,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Rajendranagar,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Shamshabad,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Keshampet,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Kothur,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Nandigam,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Farooqnagar,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Kondurg,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Chowdergudem,Cow Gram,0,0
2018-2019,Rabi,Rangareddy,Shankarpally,Bengal Gram,654,932
2018-2019,Rabi,Rangareddy,Moinabad,Bengal Gram,205,92
2018-2019,Rabi,Rangareddy,Chevella,Bengal Gram,416,392
2018-2019,Rabi,Rangareddy,Shabad,Bengal Gram,474,400
2018-2019,Rabi,Rangareddy,Hayathnagar,Bengal Gram,0,0
2018-2019,Rabi,Rangareddy,Abdullapurmet,Bengal Gram,11,10
2018-2019,Rabi,Rangareddy,Ibrahimpatnam,Bengal Gram,2,0
2018-2019,Rabi,Rangareddy,Manchal,Bengal Gram,2,0
2018-2019,Rabi,Rangareddy,Yacharam,Bengal Gram,2,0
2018-2019,Rabi,Rangareddy,Madgul,Bengal Gram,3,0
2018-2019,Rabi,Rangareddy,Balapur,Bengal Gram,18,15
2018-2019,Rabi,Rangareddy,Saroornagar,Bengal Gram,0,0
2018-2019,Rabi,Rangareddy,Amangal,Bengal Gram,1,0
2018-2019,Rabi,Rangareddy,Talakondapally,Bengal Gram,4,9
2018-2019,Rabi,Rangareddy,Kadthal,Bengal Gram,0,0
2018-2019,Rabi,Rangareddy,Kandukur,Bengal Gram,149,52
2018-2019,Rabi,Rangareddy,Maheshwaram,Bengal Gram,79,60
2018-2019,Rabi,Rangareddy,Serilingampally,Bengal Gram,0,0
2018-2019,Rabi,Rangareddy,Gandipet,Bengal Gram,1,1
2018-2019,Rabi,Rangareddy,Rajendranagar,Bengal Gram,1,0
2018-2019,Rabi,Rangareddy,Shamshabad,Bengal Gram,3,1
2018-2019,Rabi,Rangareddy,Keshampet,Bengal Gram,4,0
2018-2019,Rabi,Rangareddy,Kothur,Bengal Gram,66,81
2018-2019,Rabi,Rangareddy,Nandigam,Bengal Gram,22,53
2018-2019,Rabi,Rangareddy,Farooqnagar,Bengal Gram,6,3
2018-2019,Rabi,Rangareddy,Kondurg,Bengal Gram,154,77
2018-2019,Rabi,Rangareddy,Chowdergudem,Bengal Gram,40,32
2018-2019,Rabi,Rangareddy,Shankarpally,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Moinabad,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Chevella,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Shabad,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Hayathnagar,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Abdullapurmet,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Ibrahimpatnam,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Manchal,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Yacharam,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Madgul,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Balapur,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Saroornagar,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Amangal,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Talakondapally,Other pulses,0,0
2018-2019,Rabi,Rangareddy,Kadthal,Other pulses,0,0
